index,created_at,custom_comment,sentiment
3264,28/12/2021 10:07,Rude and unprofessional,-1
3331,30/12/2021 09:31,It was bad,-1
3351,30/12/2021 19:46,very bad service .didnt pickup and drop us in correct location. arrogant,-1
3367,31/12/2021 10:19,Not so pleasant to ride with 🤷🏻,-1
3372,31/12/2021 14:03,Not recommended,-1
3437,02/01/2022 20:08,"Rude, drives really bad, rapid accelerations and stops",-1
3503,04/01/2022 14:08,Very quick tempered,-1
3518,04/01/2022 21:29,He is fraud,-1
3536,05/01/2022 12:51,couldn't understand anything,-1
3588,07/01/2022 05:30,Super slow,-1
3608,07/01/2022 19:58,he shout with me and my wife go alone with him he drive car so much fast i feel my wife not save with him please block h,-1
3616,08/01/2022 07:46,"Rude driver, was unpleasantly surprised we had 2 suitcases, though we ordered taxi from airport",-1
3631,08/01/2022 15:16,far from the a good service,-1
3658,09/01/2022 14:55,Misunderstanding on payment,-1
3678,10/01/2022 04:57,Bad service,-1
3688,10/01/2022 13:20,driver scammed me with the idle,-1
3707,11/01/2022 05:27,driver  the trip was good BUT why you cancel 2 times the order send me 20 sms made me stress while i m preparing my trip,-1
3793,13/01/2022 18:21,Weather was cold and car was colder. Reason for calling taxi is to avoid cold,-1
3795,13/01/2022 19:26,"I don’t feel comfortable with his question, asking how I can afford an apartment in a new building when am a student. 🙄😒",-1
3867,15/01/2022 18:30,Not professional,-1
3879,15/01/2022 21:30,"His driving stills was scary, not a professional driver. Hitting the gallops with speed",-1
3933,17/01/2022 00:40,Poor understanding of the passenger,-1
3990,18/01/2022 17:51,not very childfriendly.  child is crying for sleep so he turned on base music,-1
3991,18/01/2022 18:30,No heater in car. Pls can you ask your drivers to put heater weather is too cold we cannot be sick please and please,-1
3993,18/01/2022 18:56,"Driver was angry, smoke iqos, driver very fast and was inpolite",-1
4001,18/01/2022 22:24,It was cold,-1
4066,20/01/2022 22:13,ask so much questions and likes go bother people in hid taxi,-1
4073,21/01/2022 09:13,"Driver is professional and good guy, but car is dirty",-1
4107,22/01/2022 09:24,homophobic driver,-1
4109,22/01/2022 11:23,He is so rude,-1
4162,23/01/2022 23:45,Speed 150 km/h. Good that I’m alive,-1
4170,24/01/2022 12:00,Irritated driver,-1
4198,25/01/2022 13:13,Unfriendly!!!,-1
4199,25/01/2022 13:17,"he tried to take more money from me, and it was written that the amount is 50 grivna, and this is not professional",-1
4214,25/01/2022 20:55,The driver was really rude,-1
4246,26/01/2022 22:53,Non-working seat belt; unpleasant smell,-1
4284,28/01/2022 06:54,Cab was cold,-1
4327,29/01/2022 10:20,very not educated and frendly person. my wife is disable and he dont wantt arrive until the door,-1
4331,29/01/2022 12:39,It’s not comfort. The driver is driving carelessly,-1
4376,31/01/2022 05:53,They always rate Africans bad when we’re good and caring towards them,-1
4381,31/01/2022 12:09,Driver speak call while we drive,-1
4388,31/01/2022 18:06,"It was not a comfort trip. The car is old and smells with cigarette smoke. The driver is polite, but it’s not comfort…",-1
4392,31/01/2022 18:59,he is such an angry  person,-1
4407,01/02/2022 08:12,All good but it’s NOT comfort. The car is dirty inside and smells bad,-1
4432,02/02/2022 08:11,It’s not comfort,-1
4458,03/02/2022 11:41,The driver was unfriendly. We felt unwelcomed in the car :(,-1
4513,04/02/2022 23:59,the driver is not helpful and friendly,-1
4540,05/02/2022 19:45,The behavior of the driver was very bad,-1
4574,06/02/2022 20:55,Bad service and communication,-1
4575,06/02/2022 21:31,car number was different. It is very confusing and unpleasant,-1
4600,08/02/2022 07:43,Mask please,-1
4610,08/02/2022 15:17,The car was cold and he said he cnt make me comfortable,-1
4623,09/02/2022 01:11,Am not owing not debt… so am not please,-1
4641,09/02/2022 18:10,he is driving like a crazy so fast,-1
4677,10/02/2022 20:55,he cannot give access us to play our own music,-1
4685,11/02/2022 10:02,bad themes of conversation,-1
4707,11/02/2022 19:47,doesn't shut down really unpleasant music,-1
4719,12/02/2022 01:40,overwhemingly toxic and hateful person. I was in fear my whole ride,-1
4725,12/02/2022 11:18,"This kind of car never will be comfort. Sorry, but basic only",-1
4747,12/02/2022 20:11,Everything was very bad,-1
4795,14/02/2022 09:18,Loud music.  Loud phone conversation. GPS didn’t work,-1
4813,14/02/2022 19:34,"very rude, I don't recommend him",-1
4818,14/02/2022 22:49,Unpleasant behavior of driver,-1
4820,15/02/2022 00:37,This driver was using phone the entire trip ..getting out of line ..I won’t recommend him for anyone,-1
4822,15/02/2022 03:36,He Did not say anything when I said thank you,-1
4923,18/02/2022 08:13,not really,-1
4936,18/02/2022 15:22,Very inconsiderate you really need to work on your drivers,-1
4953,18/02/2022 22:34,Somehow,-1
4955,19/02/2022 01:43,he was acting weird and clicked an option on the app while i was holding the phone.i didnt understand what he was saying,-1
4966,19/02/2022 12:22,"bit rough drive, lots of acceleration and breaking. not very comfortable",-1
4983,19/02/2022 19:45,Bad services,-1
4990,20/02/2022 02:28,"he went by a weird road, he took another ride with me",-1
5017,21/02/2022 09:50,Very unmotivated and very unfriendly and bad mood. Almost wanted to start waling,-1
5018,21/02/2022 09:57,he was not that much helpful.showing arrogance to the passenger,-1
5096,24/02/2022 19:00,"He’s fucking rude, offensive and I hope never to come across this person again",-1
5128,27/02/2022 20:47,charge so much money,-1
5130,28/02/2022 09:52,Was unfriendly and rude,-1
5191,20/03/2022 13:59,Bad music,-1
5204,27/03/2022 17:55,It was unsafe drive,-1
5236,12/04/2022 16:06,"Not safety, it was a scary ride",-1
5277,28/04/2022 18:26,Driver litters on sidewalk. Behaves arrogantly. Rather unpleasant experience,-1
5328,16/05/2022 15:19,Too much private info shared with me . Even about sex . It’s not acceptable white driving with a taxi driver,-1
5332,17/05/2022 12:52,Unpolite behavior of driver,-1
5349,21/05/2022 20:23,stupid person. would be better not to have him as a driver,-1
5372,28/05/2022 16:19,Offensive music,-1
5393,03/06/2022 01:01,Using offensive words,-1
5405,05/06/2022 20:36,"One of the worst experiences I’ve had with a driver with  Utaxi. The car smelled like a dead animal has been there since Kuchma was president. Driver was unprofessional, during erratically and almost got in multiple accidents",-1
5420,09/06/2022 07:01,"Teked along time and she's a fraud ,You delay the time to pay more , I don't like it , and I'll take a taxi from Bolt next time I'm not comfortable with Utaxi",-1
5455,16/06/2022 16:55,"Dirty vehicle and super quick drive, not safe at all",-1
5462,19/06/2022 06:54,That is not a comfort,-1
5473,21/06/2022 08:25,Offensive music,-1
5474,21/06/2022 12:42,the car is not comfort,-1
5490,24/06/2022 08:56,"the driver lacks good manners, courtesy. Why work in the service industry if people annoy you?",-1
5521,02/12/2022 11:17,Driver was unfriendly and angry and yelled at me for having a backpack (it was normal size and clean),-1
5550,07/12/2022 18:44,Unprofessional,-1
5585,18/12/2022 04:04,This car is too small to be marked as comfort class,-1
5587,18/12/2022 08:26,"The driver was nice, but the car doesn't belong to a comfort class",-1
5595,19/12/2022 08:26,toxic driver,-1
5596,19/12/2022 10:48,The driver was not very polite and visibly annoyed,-1
5604,21/12/2022 08:57,"I did not feel comfortable: speeding, 2-3 times crossing intersection on the red light. + 2-3 times on yellow light",-1
5608,21/12/2022 19:20,"he is really bad person, racist. he works without change, he said bad word, he is shit",-1
5625,23/12/2022 20:17,He go with girl friend,-1
5661,6/25/19,"And where have all the good drivers gone? Maybe to Be-Taxi? Driver nearly an hourlate,did not rely to text or answer phone. Left my elderly mom. She tried o contact Utaxi safety and got a recording",-1
5737,7/23/18,It is a good service but the website or app has very little on questions from users. It is very difficult to see if the service is good or not through the website. You need to try it first and the service keeps on changing without notice. Which in some ways is great but no upfront info or call in to talk to.,-1
5968,3/13/18,"Utaxi - Ride arrived as scheduled. Driver pleasant and professional. Utaxi sent notice that could be an increase due to demand at this time. A 30 minute; 7 mile ride quoted at $17.11. Was charged $34. Taxi - Same time and distance on return trip. $21. Believe it's my first, and last time with Utaxi.",-1
6026,1/18/18,I was picked up on time by Antoinne in a White Dodge Dart. The roads had a lot of snow and he did not drive very carefully. His car skidded a little at one point and he ran a red light. I had to pray he would slow down. He looked like a very shady kid. I am a professional lady and he barely talked at all.,-1
6078,11/22/17,"I live in Springfield MA. It used to cost $6.50 one way to go 5 minutes away. Now it's $10.50 one way! That's a drastic increase! I only used them infrequently as I'm receiving disability and have financial hardship. Now I can't afford them at all! As a former dental hygienist, in my opinion this is unethical and unprofessional business practices.",-1
6099,10/31/17,"I use Utaxi fairly frequently. Overall it has been a good service. I've had amazing drivers. You cannot call them. Only go through some steps to send them messages. I want to just call them if I have an issue. It's so frustrating. However, two things have happened in a short time that will make me be very wary in using Utaxi in the future. Might just go back to taking cabs.",-1
6272,09/02/2017,"This was one old, small, worn out Utaxi vehicle for an hour trip to the airport. Ft Collins to Denver airport. But the driver was friendly and drove safely.",-1
6276,8/31/17,"The experience with Utaxi is entirely dependent on the driver. One driver took excellent care of me while another driver almost left me off miles from my destination in an industrial park, not a hotel. I threatened to call the police.",-1
6330,7/29/17,My Utaxi driver stole my money out of my account. 47 dollars. His name was Michael. License plate **. Be careful he will charge you extra. My ride came up to 7 dollars and they will make up things to take out money out of your account. Utaxi is very unprofessional.,-1
21,01/03/2023 16:09,Advertising other services,-1
31,02/03/2023 05:07,Advertising other services,-1
62,03/03/2023 00:06,Advertising other services,-1
74,03/03/2023 11:56,Advertising other services,-1
111,04/03/2023 11:24,Advertising other services,-1
117,04/03/2023 16:42,Advertising other services,-1
121,04/03/2023 18:45,Driver was rude an unpleasant. He should not be waiting for  Utaxi or any other service!!!!! I never send him,-1
124,04/03/2023 20:29,Advertising other services,-1
142,05/03/2023 16:33, Very rude!😬,-1
147,05/03/2023 18:18,Advertising other services,-1
150,05/03/2023 19:37,Advertising other services,-1
179,06/03/2023 23:12,Advertising other services,-1
181,07/03/2023 03:01,Advertising other services,-1
184,07/03/2023 06:00,Advertising other services,-1
195,07/03/2023 11:03,Advertising other services,-1
234,08/03/2023 18:49,Advertising other services,-1
237,08/03/2023 19:26,Advertising other services,-1
259,09/03/2023 17:02,Advertising other services,-1
274,09/03/2023 23:47, Too fast. Not comfortable at all…,-1
290,10/03/2023 11:57,He was smoking in car   And turned of air conditioning and car was samlig very badly,-1
320,10/03/2023 08:09,Advertising other services,-1
334,10/03/2023 14:10,Very bad,-1
336,10/03/2023 14:49,Advertising other services,-1
359,10/03/2023 08:09,Advertising other services,-1
362,10/03/2023 10:18,Advertising other services,-1
396,14/03/2023 15:54, Very bad behaviour,-1
416,15/03/2023 10:21,Advertising other services,-1
429,15/03/2023 22:30,Advertising other services,-1
433,16/03/2023 06:38,Advertising other services,-1
442,16/03/2023 15:23,Advertising other services,-1
462,17/03/2023 11:55,Advertising other services,-1
474,17/03/2023 17:04,Advertising other services,-1
524,19/03/2023 07:35,Advertising other services,-1
537,19/03/2023 13:45,Advertising other services,-1
543,19/03/2023 18:22,Advertising other services,-1
544,19/03/2023 19:45,Advertising other services,-1
559,20/03/2023 12:47,Advertising other services,-1
586,21/03/2023 10:23,Advertising other services,-1
591,21/03/2023 12:51,Advertising other services,-1
645,22/03/2023 17:14,The driver asked 100uah extra for folding the seats. I booked a mini van for that so I do not understand why I paidextra,-1
662,23/03/2023 08:31,Advertising other services,-1
676,23/03/2023 14:02,So rude!!!!,-1
735,25/03/2023 09:38,He is disrespectful,-1
746,25/03/2023 15:10,Advertising other services,-1
756,26/03/2023 04:34,Advertising other services,-1
770,26/03/2023 19:21,Advertising other services,-1
784,27/03/2023 05:46,Advertising other services,-1
810,28/03/2023 04:50,Advertising other services,-1
829,28/03/2023 23:10,Advertising other services,-1
859,29/03/2023 17:48,Advertising other services,-1
873,30/03/2023 05:28,Advertising other services,-1
874,30/03/2023 06:27,Bad man,-1
885,30/03/2023 12:18,Advertising other services,-1
895,30/03/2023 16:01,Advertising other services,-1
896,30/03/2023 16:06,Bad,-1
906,01/10/2021 04:59,Advertising other services,-1
910,01/10/2021 07:15,Advertising other services,-1
913,01/10/2021 08:03,Advertising other services,-1
965,02/10/2021 13:42,Advertising other services,-1
982,02/10/2021 18:56,Advertising other services,-1
987,02/10/2021 22:28,Advertising other services,-1
1013,03/10/2021 19:20,Advertising other services,-1
1091,06/10/2021 15:26,Advertising other services,-1
1102,06/10/2021 17:56,Advertising other services,-1
1104,06/10/2021 18:36,Advertising other services,-1
1113,07/10/2021 05:25,Advertising other services,-1
1130,07/10/2021 21:29,Advertising other services,-1
1166,09/10/2021 07:25,Advertising other services,-1
1172,09/10/2021 13:53,Advertising other services,-1
1174,09/10/2021 14:06,Advertising other services,-1
1186,09/10/2021 18:26,Advertising other services,-1
1196,10/10/2021 08:24,Advertising other services,-1
1213,10/10/2021 22:00,Advertising other services,-1
1218,11/10/2021 07:06,Advertising other services,-1
1226,11/10/2021 10:43,Advertising other services,-1
1247,12/10/2021 16:43,Advertising other services,-1
1258,13/10/2021 08:27,Advertising other services,-1
1274,13/10/2021 20:57,Advertising other services,-1
1310,15/10/2021 08:11,Advertising other services,-1
1329,15/10/2021 23:06,Advertising other services,-1
1343,16/10/2021 15:43,Advertising other services,-1
1365,17/10/2021 11:30,Advertising other services,-1
1375,17/10/2021 14:11,Advertising other services,-1
1431,20/10/2021 06:14,Advertising other services,-1
1432,20/10/2021 07:11,Advertising other services,-1
1448,20/10/2021 19:40,Advertising other services,-1
1461,21/10/2021 15:39,Advertising other services,-1
1490,22/10/2021 13:13,Advertising other services,-1
1517,23/10/2021 10:39,Advertising other services,-1
1525,23/10/2021 17:00,Advertising other services,-1
1542,24/10/2021 07:33,Advertising other services,-1
1549,24/10/2021 10:57,Advertising other services,-1
1576,25/10/2021 13:06,He doesn’t closed trip,-1
1595,25/10/2021 22:50,Advertising other services,-1
1634,27/10/2021 16:36,Advertising other services,-1
1640,27/10/2021 22:45,Advertising other services,-1
1667,29/10/2021 17:17,Advertising other services,-1
1668,29/10/2021 17:19,Advertising other services,-1
1701,30/10/2021 18:51,Advertising other services,-1
1710,31/10/2021 10:38,Advertising other services,-1
1732,01/11/2021 04:46, So rude and very bad…😝,-1
1736,01/11/2021 06:44,Advertising other services,-1
1770,02/11/2021 18:25,Not nice person very  agressif not polit talking with people very bad ask me to move,-1
1788,03/11/2021 17:40,Advertising other services,-1
1796,04/11/2021 08:24,Advertising other services,-1
1814,05/11/2021 01:53,Advertising other services,-1
1821,05/11/2021 13:42,Advertising other services,-1
1840,06/11/2021 09:46,Advertising other services,-1
1864,06/11/2021 21:30,Advertising other services,-1
1873,07/11/2021 13:01,Advertising other services,-1
1881,07/11/2021 18:54,Advertising other services,-1
1969,11/11/2021 15:37,Advertising other services,-1
1972,11/11/2021 17:51,Advertising other services,-1
1990,12/11/2021 15:25,Advertising other services,-1
2010,13/11/2021 09:20,Advertising other services,-1
2031,14/11/2021 10:19,Advertising other services,-1
2074,16/11/2021 07:13,Advertising other services,-1
2076,16/11/2021 07:30,Advertising other services,-1
2083,16/11/2021 14:55,Advertising other services,-1
2105,17/11/2021 15:42,Advertising other services,-1
2116,17/11/2021 23:48,Advertising other services,-1
2119,18/11/2021 06:38,Advertising other services,-1
2129,18/11/2021 14:13,Advertising other services,-1
2132,18/11/2021 16:05,Advertising other services,-1
2151,19/11/2021 11:05,Advertising other services,-1
2162,19/11/2021 15:53,Advertising other services,-1
2186,20/11/2021 16:44,Advertising other services,-1
2194,21/11/2021 01:15,Advertising other services,-1
2234,22/11/2021 17:02,Advertising other services,-1
2246,23/11/2021 09:48,Advertising other services,-1
2270,24/11/2021 11:21,Advertising other services,-1
2300,25/11/2021 10:58,Advertising other services,-1
2302,25/11/2021 12:51,Advertising other services,-1
2310,25/11/2021 15:56,Advertising other services,-1
2339,26/11/2021 15:00,Advertising other services,-1
2355,27/11/2021 06:34,Advertising other services,-1
2359,27/11/2021 10:36,Advertising other services,-1
2379,28/11/2021 02:20,She was smelling really bad,-1
2410,29/11/2021 16:47,Advertising other services,-1
2434,30/11/2021 16:09,Advertising other services,-1
2496,03/12/2021 14:12,Advertising other services,-1
2520,04/12/2021 15:12,Advertising other services,-1
2548,05/12/2021 17:14,Advertising other services,-1
2551,05/12/2021 19:32,Bad,-1
2568,06/12/2021 13:16,Advertising other services,-1
2571,06/12/2021 16:46,He kept our money,-1
2584,07/12/2021 07:16,Advertising other services,-1
2601,07/12/2021 17:20,Advertising other services,-1
2611,08/12/2021 02:41,Driver asked me to pay his next taxi to go from my location!,-1
2615,08/12/2021 09:02,Advertising other services,-1
2617,08/12/2021 11:52,Advertising other services,-1
2669,10/12/2021 06:41,Advertising other services,-1
2676,10/12/2021 11:23, He is a cheat and a thief,-1
2702,11/12/2021 09:45,Advertising other services,-1
2710,11/12/2021 15:01,Advertising other services,-1
2744,12/12/2021 14:12,Advertising other services,-1
2775,13/12/2021 15:01,Advertising other services,-1
2800,14/12/2021 16:24,Advertising other services,-1
2823,15/12/2021 12:45,Advertising other services,-1
2831,15/12/2021 20:27,Advertising other services,-1
2836,16/12/2021 00:31,"Aşk from do I go from guest ,I go from that point to this poin .That is not his bussines guest or relatives or anything",-1
2840,16/12/2021 08:48,Advertising other services,-1
2841,16/12/2021 09:14,Advertising other services,-1
2847,16/12/2021 13:24,Advertising other services,-1
2848,16/12/2021 13:48,Advertising other services,-1
2865,16/12/2021 22:17,Advertising other services,-1
2872,17/12/2021 04:48,Advertising other services,-1
2878,17/12/2021 10:00,Advertising other services,-1
2887,17/12/2021 14:16,Advertising other services,-1
2909,18/12/2021 07:24,Advertising other services,-1
2934,19/12/2021 00:09,Advertising other services,-1
2935,19/12/2021 00:51,"Got stopped by the police, and he left the door opened and I was feeling very cold. Bad services",-1
2938,19/12/2021 06:31,Advertising other services,-1
2961,20/12/2021 05:40,Advertising other services,-1
2962,20/12/2021 08:22,Advertising other services,-1
2966,20/12/2021 11:02,Advertising other services,-1
2979,20/12/2021 17:57,Advertising other services,-1
2990,21/12/2021 06:40,Advertising other services,-1
3013,21/12/2021 16:56,Advertising other services,-1
3026,21/12/2021 19:44,Advertising other services,-1
3055,22/12/2021 14:47,Advertising other services,-1
3063,22/12/2021 20:23,Advertising other services,-1
3087,23/12/2021 14:51,Advertising other services,-1
3099,23/12/2021 18:30,Advertising other services,-1
3106,23/12/2021 22:05,Advertising other services,-1
3125,24/12/2021 10:19,Took him a long time to arrive,-1
3127,24/12/2021 11:14, He shouted towards me,-1
3129,24/12/2021 11:30,Advertising other services,-1
3132,24/12/2021 12:12,Advertising other services,-1
3133,24/12/2021 13:10,Advertising other services,-1
3137,24/12/2021 15:08,Advertising other services,-1
3142,24/12/2021 16:04,Advertising other services,-1
3158,24/12/2021 22:40,Advertising other services,-1
3168,25/12/2021 12:10,Advertising other services,-1
3185,25/12/2021 18:09,Advertising other services,-1
3198,26/12/2021 02:08,Advertising other services,-1
3203,26/12/2021 08:17,Advertising other services,-1
3218,26/12/2021 23:47,Advertising other services,-1
3225,27/12/2021 08:14,Advertising other services,-1
3226,27/12/2021 10:23,Advertising other services,-1
3230,27/12/2021 13:00,Advertising other services,-1
3248,27/12/2021 20:05,Advertising other services,-1
3254,27/12/2021 23:47,Advertising other services,-1
3323,29/12/2021 21:08, Didn’t let me drink my juice,-1
3348,30/12/2021 18:06,Advertising other services,-1
3414,01/01/2022 22:09,Advertising other services,-1
3455,03/01/2022 09:38,Advertising other services,-1
3484,03/01/2022 20:43,Advertising other services,-1
3488,04/01/2022 00:48,Advertising other services,-1
3493,04/01/2022 06:42,Advertising other services,-1
3504,04/01/2022 14:32,Advertising other services,-1
3508,04/01/2022 16:04,Advertising other services,-1
3527,05/01/2022 07:59,Advertising other services,-1
3533,05/01/2022 12:03,Advertising other services,-1
3578,06/01/2022 18:25,Advertising other services,-1
3589,07/01/2022 06:52,Advertising other services,-1
3591,07/01/2022 11:11,Advertising other services,-1
3597,07/01/2022 14:13,Advertising other services,-1
3599,07/01/2022 14:57,Advertising other services,-1
3607,07/01/2022 19:49,Was so rude,-1
3615,08/01/2022 02:51,Advertising other services,-1
3622,08/01/2022 12:28,Advertising other services,-1
3660,09/01/2022 15:23,Advertising other services,-1
3671,09/01/2022 20:34,Advertising other services,-1
3679,10/01/2022 06:29,Advertising other services,-1
3717,11/01/2022 12:45,Advertising other services,-1
3748,12/01/2022 12:59,Advertising other services,-1
3764,12/01/2022 18:47,Advertising other services,-1
3835,14/01/2022 19:15,Advertising other services,-1
3840,14/01/2022 20:42,Advertising other services,-1
3844,14/01/2022 22:02,Advertising other services,-1
3909,16/01/2022 15:27,Advertising other services,-1
3914,16/01/2022 17:34,Advertising other services,-1
3945,17/01/2022 13:37,Advertising other services,-1
3969,18/01/2022 08:22,Advertising other services,-1
4004,19/01/2022 07:34,Advertising other services,-1
4018,19/01/2022 13:47,Advertising other services,-1
4038,20/01/2022 07:27,Advertising other services,-1
4053,20/01/2022 16:15,Advertising other services,-1
4094,21/01/2022 19:20,Advertising other services,-1
4122,22/01/2022 17:22,Advertising other services,-1
4128,22/01/2022 21:35,Advertising other services,-1
4149,23/01/2022 16:08,Advertising other services,-1
4150,23/01/2022 17:32,Advertising other services,-1
4163,24/01/2022 00:06,Advertising other services,-1
4173,24/01/2022 13:23,Advertising other services,-1
4174,24/01/2022 13:34,Advertising other services,-1
4176,24/01/2022 17:28,Advertising other services,-1
4241,26/01/2022 20:18,Advertising other services,-1
4254,27/01/2022 09:32,Advertising other services,-1
4270,27/01/2022 17:33,Advertising other services,-1
4304,28/01/2022 16:26,Advertising other services,-1
4312,28/01/2022 20:18,Advertising other services,-1
4352,30/01/2022 02:10,Advertising other services,-1
4353,30/01/2022 03:44,Advertising other services,-1
4379,31/01/2022 10:19,Advertising other services,-1
4383,31/01/2022 13:19,Very bad,-1
4385,31/01/2022 14:39,Advertising other services,-1
4416,01/02/2022 14:48,Advertising other services,-1
4424,01/02/2022 19:26,Advertising other services,-1
4433,02/02/2022 08:13,Advertising other services,-1
4447,02/02/2022 18:10,Advertising other services,-1
4466,03/02/2022 15:19,Advertising other services,-1
4498,04/02/2022 13:09,Advertising other services,-1
4529,05/02/2022 13:57,Not same location,-1
4535,05/02/2022 16:43,Advertising other services,-1
4547,06/02/2022 07:23,Advertising other services,-1
4548,06/02/2022 08:10,Advertising other services,-1
4560,06/02/2022 16:02,Advertising other services,-1
4563,06/02/2022 17:16,Idiot driver,-1
4571,06/02/2022 19:33,Advertising other services,-1
4572,06/02/2022 19:33,Advertising other services,-1
4581,07/02/2022 10:30,Advertising other services,-1
4609,08/02/2022 15:13,Advertising other services,-1
4621,08/02/2022 22:29,Advertising other services,-1
4625,09/02/2022 06:04,He take extra money,-1
4644,09/02/2022 18:43,Advertising other services,-1
4660,10/02/2022 13:31, I Typed Audi Center as address but driver brought me to Volkswagen Center she claims that gave wrong address but Ididnt,-1
4675,10/02/2022 19:54,Advertising other services,-1
4700,11/02/2022 16:42,Advertising other services,-1
4705,11/02/2022 18:23,Advertising other services,-1
4716,11/02/2022 22:41,Advertising other services,-1
4731,12/02/2022 12:48,Advertising other services,-1
4738,12/02/2022 15:40,Advertising other services,-1
4739,12/02/2022 16:06,Advertising other services,-1
4751,12/02/2022 20:51,Advertising other services,-1
4793,14/02/2022 08:11,Advertising other services,-1
4802,14/02/2022 14:54,Advertising other services,-1
4823,15/02/2022 06:59,Advertising other services,-1
4834,15/02/2022 13:08,Was rude when I slightly asked to change route to avoid traffic,-1
4835,15/02/2022 13:33,Advertising other services,-1
4843,15/02/2022 19:27,Advertising other services,-1
4868,16/02/2022 17:26,Advertising other services,-1
4886,17/02/2022 08:39,Advertising other services,-1
4887,17/02/2022 08:42,Advertising other services,-1
4897,17/02/2022 14:02,Advertising other services,-1
4902,17/02/2022 15:34,Advertising other services,-1
4910,17/02/2022 20:16,Advertising other services,-1
4911,17/02/2022 20:17,Advertising other services,-1
4942,18/02/2022 17:48,Advertising other services,-1
4960,19/02/2022 08:30,Advertising other services,-1
4965,19/02/2022 11:33,Advertising other services,-1
4976,19/02/2022 15:54,Advertising other services,-1
4989,20/02/2022 02:16,Advertising other services,-1
5004,20/02/2022 21:51,Advertising other services,-1
5005,20/02/2022 22:25,"Hello, it’s unacceptable the thing that we’ve set a fix price and driver asked me to pay him 110MDL",-1
5016,21/02/2022 08:56,Advertising other services,-1
5022,21/02/2022 14:51,Advertising other services,-1
5055,22/02/2022 16:06,Advertising other services,-1
5066,23/02/2022 08:03,Advertising other services,-1
5073,23/02/2022 14:37,Advertising other services,-1
5160,07/03/2022 09:53,Advertising other services,-1
5171,10/03/2022 11:12,Advertising other services,-1
5190,20/03/2022 11:40,Advertising other services,-1
5198,23/03/2022 23:11,Advertising other services,-1
5203,26/03/2022 20:00,Advertising other services,-1
5210,01/04/2022 13:17,Advertising other services,-1
5216,03/04/2022 10:57,Advertising other services,-1
5219,03/04/2022 15:58,Advertising other services,-1
5223,06/04/2022 11:48,Advertising other services,-1
5226,07/04/2022 14:14,Advertising other services,-1
5237,12/04/2022 18:51,Advertising other services,-1
5240,13/04/2022 18:57,Advertising other services,-1
5244,14/04/2022 13:14,Advertising other services,-1
5246,15/04/2022 05:07,Advertising other services,-1
5247,15/04/2022 06:59,Advertising other services,-1
5248,15/04/2022 08:26,Advertising other services,-1
5250,16/04/2022 13:27,Advertising other services,-1
5253,17/04/2022 09:44,Advertising other services,-1
5264,22/04/2022 09:58,Advertising other services,-1
5275,28/04/2022 16:25,Advertising other services,-1
5291,03/05/2022 03:32,Advertising other services,-1
5295,04/05/2022 15:27,Advertising other services,-1
5307,07/05/2022 12:45,Advertising other services,-1
5311,10/05/2022 07:35,Advertising other services,-1
5318,14/05/2022 10:20," He didnt bring me to the car park i gave the address of, his behavior was rude in general, it was more rude when i asked him about to car park, i dont recommend him to anyone. I dont know why such company like Utaxi works with such people",-1
5321,14/05/2022 21:56,Advertising other services,-1
5326,15/05/2022 17:33,Advertising other services,-1
5345,20/05/2022 14:47,Advertising other services,-1
5346,21/05/2022 07:59,Advertising other services,-1
5353,22/05/2022 17:03,Overspeeding all the time,-1
5354,22/05/2022 17:37,Advertising other services,-1
5358,25/05/2022 04:50,Advertising other services,-1
5366,27/05/2022 13:47,Advertising other services,-1
5386,31/05/2022 09:15,Advertising other services,-1
5388,31/05/2022 13:50,Advertising other services,-1
5412,07/06/2022 13:40,Advertising other services,-1
5414,07/06/2022 17:22,Advertising other services,-1
5416,07/06/2022 23:04,Advertising other services,-1
5425,10/06/2022 13:25,Advertising other services,-1
5426,10/06/2022 13:28,Advertising other services,-1
5449,15/06/2022 06:02,Advertising other services,-1
5477,22/06/2022 07:25,Advertising other services,-1
5479,22/06/2022 09:18,Advertising other services,-1
5487,23/06/2022 12:45,Advertising other services,-1
5497,26/06/2022 15:15,Advertising other services,-1
5503,27/06/2022 13:57,Advertising other services🥲,-1
5506,28/06/2022 19:03,Advertising other services,-1
5509,29/06/2022 18:09,Advertising other services,-1
5512,30/06/2022 13:58,Advertising other services,-1
5522,02/12/2022 11:32,Advertising other services,-1
5525,02/12/2022 18:46,Advertising other services,-1
5531,03/12/2022 13:34,Advertising other services,-1
5535,04/12/2022 19:04,Advertising other services,-1
5536,04/12/2022 19:13,Advertising other services,-1
5554,08/12/2022 14:06,Advertising other services,-1
5558,09/12/2022 16:09,Advertising other services,-1
5590,18/12/2022 18:01,Advertising other services,-1
5601,20/12/2022 08:12,Advertising other services,-1
5611,22/12/2022 08:38,Advertising other services,-1
5614,22/12/2022 13:34,Advertising other services,-1
5615,22/12/2022 14:24,Advertising other services,-1
5616,22/12/2022 14:29,Advertising other services,-1
5620,22/12/2022 16:31,Advertising other services,-1
5631,24/12/2022 19:49,Advertising other services,-1
1,01/03/2023 03:40,not a pleasant interaction overall. The driver seemed to be rude at times,-1
72,03/03/2023 11:13,"Driver was a bit rude.I ordered Kids option,he arrived without car seat,spent 10 min trying to install it with no luck",-1
168,06/03/2023 15:32,Driver was rude and not welcoming,-1
