index,custom_comment,sentiment,1 Pricing and Fairness,2 Driver professionalism,3 Driver behaviour,4 Customer Service,5 Application,6 Lost things,7 Vehicle Condition,8 Safety & reliability,9 General bad,10 Other
1063,His attitude is bad,-1,0,0,1,0,0,0,0,0,0,0
1065,ı wait him 23minute and he was so rude . he scream to me because i dont know russian,-1,0,0,1,0,0,0,0,0,0,0
1070,He was not polite and didn’t stop idle on time,-1,0,0,1,0,0,0,0,0,0,0
1082,Stupid driver rude and racist !,-1,1,0,1,0,0,0,0,0,0,0
1083,Driver atarted complaining that navigation was not considering double line and that I underpayed because of 200 meters,-1,1,0,1,0,0,0,0,0,0,0
1087,very rude. kept shouting throughout the journey. . behaves like he has a mental problem. please never send to me again,-1,0,0,1,0,0,0,0,0,0,0
1089,driver is rude and angry,-1,0,0,1,0,0,0,0,0,0,0
1099,I am moving today. I don’t expect him to help but he shouldn’t throw my stuff around. He broke dishes,-1,0,0,1,0,0,0,0,0,0,0
1111,Driver had a nasty attitude,-1,0,0,1,0,0,0,0,0,0,0
1114,Driver had a very sluggish and reluctant attitude towards customers,-1,0,0,1,0,0,0,0,0,0,0
1128,Wasn’t polite,-1,0,0,1,0,0,0,0,0,0,0
1137,He cannot use the navigator in a proper way,-1,0,1,0,0,0,0,0,0,0,0
1168,Rushing and shouting. No change given,-1,1,0,1,0,0,0,0,0,0,0
1170,"Looked rude ,didn’t even came out to open the trunk",-1,0,0,1,0,0,0,0,0,0,0
1191,It was very annoying,-1,0,0,0,0,0,0,0,0,1,0
1202,Driver should wear the face mask,-1,0,0,1,0,0,0,0,0,0,0
1204,because he is pidorasina,-1,0,0,1,0,0,0,0,0,0,0
1242,The amounts of words here aren’t enough for me to explain what went wrong with this trip. I’m not paying extra 14grv!!!,-1,1,0,1,0,0,0,0,0,1,0
1245,Complaining about a glitch in the app,-1,0,0,0,0,1,0,0,0,0,0
1252,Very rude,-1,0,0,1,0,0,0,0,0,0,0
1262,racist asshole,-1,0,0,1,0,0,0,0,0,0,0
1269,Worse trip . Driver is not organised at all,-1,0,0,1,0,0,0,0,0,0,0
1270,He’s a racist and bastard old man,-1,0,0,1,0,0,0,0,0,0,0
1282,parked far. he screamed at me when i try to explain where other taxi park. rude,-1,0,1,1,0,0,0,0,0,0,0
1292,"understand every driver has their rules, but, very carefully I gave my daughters some small fruits to eat! He was cranky",-1,0,0,1,0,0,0,0,0,0,0
1294,He drive very quickly,-1,0,0,0,0,0,0,0,0,0,0
1299,need to learn ukrainian language,-1,0,0,1,0,0,0,0,0,0,0
1305,"The taxi driver did not stop where we was told, he was going too slow, he is racist, IF YOU DONT LIKE FOREIGN DONT WORK",-1,0,1,1,0,0,0,0,0,0,0
1314,Not really polite to put status Arrived when the driver is still on the way,-1,0,1,1,0,0,0,0,0,0,0
1316,Driver was so rude and his driving attitude was the worst,-1,0,0,1,0,0,0,0,0,0,0
1333,He was just shouting and been rude,-1,0,0,1,0,0,0,0,0,0,0
1335,Driver is a scammer…he wants to steal from me and also want to harm me because I am a foreigners… he is a racist,-1,1,0,1,0,0,0,0,0,0,0
1337,He is rude and not polite didn’t take me to the right place I need a customer service to call me back about this issue,-1,0,1,1,1,0,0,0,0,0,0
1340,The music was to loud,-1,0,0,1,0,0,0,0,0,0,0
1344,He is very rude,-1,0,0,1,0,0,0,0,0,0,0
1385,He was too rude and harsh to my kids,-1,0,0,1,0,0,0,0,0,0,0
1392,The driver shouted at my girlfriend which is so bad,-1,0,0,1,0,0,0,0,0,0,0
1397,bad attitude,-1,0,0,1,0,0,0,0,0,0,0
1416,He is a thief,-1,1,0,1,0,0,0,0,0,0,0
1420,The music was so annoying and so loud!!!,-1,0,0,1,0,0,0,0,0,0,0
1423,he was not following gps route,-1,0,1,0,0,0,0,0,0,0,0
1428,Driver was very rude,-1,0,0,1,0,0,0,0,0,0,0
1442,Shouting yelling,-1,0,0,1,0,0,0,0,0,0,0
1451,"Your driver insulted me in Ukrainian language which I understood calling me a bitch, raining insult in anger on me",-1,0,0,1,0,0,0,0,0,0,0
1453,"very rude, playing really loud music even when we told him to stop",-1,0,0,1,0,0,0,0,0,0,0
1464,The driver drove 2 times longer than the promised time. The driver is rude,-1,0,1,1,0,0,0,0,0,0,0
1478,Dude was creepy as hell please don’t use this man,-1,0,0,1,0,0,0,0,0,0,0
1486,Not polite and angry person,-1,0,0,1,0,0,0,0,0,0,0
1493,this guy is a dick racist prick,-1,0,0,1,0,0,0,0,0,0,0
1515,The driver is a fraud and racist,-1,1,0,1,0,0,0,0,0,0,0
1520,"Driver is a racist he kept my food outside the car before I arrived to get the food , he insulted me and hung up call",-1,0,0,1,0,0,0,0,0,0,0
1531,Annoying and rude,-1,0,0,1,0,0,0,0,0,0,0
1538,"Not polite at all, increased the volume of the music so we can’t talk ! Said we talk like bla bla bla",-1,0,0,1,0,0,0,0,0,0,0
1545,He is very bad porson,-1,0,0,1,0,0,0,0,0,0,0
1566,He is very impolite,-1,0,0,1,0,0,0,0,0,0,0
1572,"driver is restless, complaining",-1,0,0,1,0,0,0,0,0,0,0
1597,DRIVER IS RASCIST ...he even called me monkey . i wish for lawsuit against you or driver. !! he even came to my face,-1,0,0,1,0,0,0,0,0,0,0
1613,He doesn’t pay attention to client and very rude,-1,0,0,1,0,0,0,0,0,0,0
1616,He was very rude 😩,-1,0,0,1,0,0,0,0,0,0,0
1649,the driver was complaining about the route and didn't thank for the tip,-1,0,0,1,0,0,0,0,0,0,0
1713,Very rude and abusive,-1,0,0,1,0,0,0,0,0,0,0
1757,"He’s acting like he never used a new car before, complaining about everything and shouting, very rude uncivilised driver",-1,0,1,1,0,0,0,0,0,0,0
1759,Very rude not friendly not patient,-1,0,0,1,0,0,0,0,0,0,0
1762,This driver should be sacked from this job because he is very rude and a racist. Very arrogant went with my balance.😭,-1,0,0,1,0,0,0,0,0,0,0
1763,Driver has awful music taste,-1,0,0,1,0,0,0,0,0,0,0
1765,Driver was too slow. I missed my appointment. Bad Navigation,-1,0,1,0,0,0,0,0,0,0,0
1776,Very rude and arrogant,-1,0,0,1,0,0,0,0,0,0,0
1809,Driver was very insulting,-1,0,0,1,0,0,0,0,0,0,0
1811,"The way his shouting at my brother I don’t like it, he has anger in him",-1,0,0,1,0,0,0,0,0,0,0
1818,Music too loud and doesn’t smile,-1,0,0,1,0,0,0,0,0,0,0
1826,"Slow, rude and acts confused",-1,0,1,1,0,0,0,0,0,0,0
1832,"I don’t want such an angry man as my driver please never send him to me again, his having too much anger for no reason",-1,0,0,1,0,0,0,0,0,0,0
1834,Dude should relax,-1,0,0,1,0,0,0,0,0,0,0
1839,the driver was joking about some homophobic things. Abd he didn't stop even when I've asked him,-1,0,0,1,0,0,0,0,0,0,0
1843,"The driver was very rude and his car isn’t silver coloured, make the change",-1,0,0,1,0,0,0,1,0,0,0
1861,He was very rude to me,-1,0,0,1,0,0,0,0,0,0,0
1895,Too loud music and cold,-1,0,0,1,0,0,0,0,0,0,0
1896,driver was driving recklessly and he looked like he was drunk. please don't assign this driver to me again,-1,0,0,1,0,0,0,0,1,0,0
1904,Very bad driver he is very rude and racist,-1,0,0,1,0,0,0,0,0,0,0
1909,The driver was impolite,-1,0,0,1,0,0,0,0,0,0,0
1912,He behaved like a racist,-1,0,0,1,0,0,0,0,0,0,0
1917,Driver is a racist and don’t like Africans,-1,0,0,1,0,0,0,0,0,0,0
1920,Stupid and can’t drive !,-1,0,1,1,0,0,0,0,0,0,0
1924,Driver was very impolite,-1,0,0,1,0,0,0,0,0,0,0
1928,He was so rude and left after we stopped to get stuffs from a store without notice. This was so wrong. Why are we fined?,-1,1,0,1,0,0,0,0,0,0,0
1930,please do not send this driver to me again,-1,0,0,1,0,0,0,0,0,0,0
1950,He had a unpleasing attitude,-1,0,0,1,0,0,0,0,0,0,0
1965,rude and false information,-1,0,0,1,0,0,0,0,0,0,0
1973,No face mask,-1,0,0,1,0,0,0,0,0,0,0
1978,He charged me 20 uah extra for no reason,-1,1,0,0,0,0,0,0,0,0,0
1981,Incorrect navigation on arrival and end point,-1,0,1,0,0,0,0,0,0,0,0
1986,"the driver is a really toxic guy. he didn't like the route was complaining about it. car is clean, he's a careful driver",-1,0,0,1,0,0,0,0,0,0,0
1987,He shouts alot,-1,0,0,1,0,0,0,0,0,0,0
1988,He refused to take money he shut the door on me and kept shouting,-1,0,0,1,0,0,0,0,0,0,0
1998,Insisted on sending him tips,-1,1,0,1,0,0,0,0,0,0,0
1999,Driver is very rude,-1,0,0,1,0,0,0,0,0,0,0
2000,Very bad experience because driver was very rude and inexperienced. He doesn’t know what he is doing and clearly is new,-1,0,1,1,0,0,0,0,0,0,0
2005,Very arrogant driver used a lot of abusive words,-1,0,0,1,0,0,0,0,0,0,0
2009,Navigation was poor,-1,0,1,0,0,0,0,0,0,0,0
2024,I was not safe,-1,0,0,0,0,0,0,0,1,0,0
2030,"The guy was very annoying last night,wasted my time, refused to stop when the new taxi arrived, kept arguing with me",-1,0,1,1,0,0,0,0,0,0,0
2038,Navigation,-1,0,1,0,0,0,0,0,0,0,0
2045,He wasn’t sober,-1,0,0,1,0,0,0,0,1,0,0
2047,Started driving without starting the ride. Please don’t send him my way again. Thank you,-1,0,1,0,0,0,0,0,0,0,0
2058,The driver was very rude and arrogant,-1,0,0,1,0,0,0,0,0,0,0
2066,He was very rude . We asked him to come to the silpo entrance in podulyani where we ordered the taxi and he refused,-1,0,1,1,0,0,0,0,0,0,0
2088,"Pls tell the driver a couple of things: 1) personal hygiene is very important, pls take a shower before starting service",-1,0,0,1,0,0,0,0,0,0,0
2096,Very poor attitude,-1,0,0,1,0,0,0,0,0,0,0
2100,didnt use navigation. choose long way,-1,0,1,0,0,0,0,0,0,0,0
2102,Very rude and a Racist called me a monkey,-1,0,0,1,0,0,0,0,0,0,0
2106,His not an experienced driver . He should stop driving,-1,0,1,0,0,0,0,0,0,0,0
2127,"The driver was so rude , I asked if he has a problem with me and he said bye bye ,he didn’t like that I’m a foreigner",-1,0,0,1,0,0,0,0,0,0,0
2136,He wasn’t nice,-1,0,0,1,0,0,0,0,0,0,0
2138,"It was awful, driver was touching my boyfriend. Then begging 20 hrivnas for no reason",-1,1,0,1,0,0,0,0,0,0,0
2165,He’s was shitty,-1,0,0,1,0,0,0,0,0,0,0
2193,Very impatient,-1,0,0,1,0,0,0,0,0,0,0
2198,"He was very mean and kept shouting, he should be fired",-1,0,0,1,0,0,0,0,0,0,0
2202,he was speeding a lot and loud music he doesn't respect the passenger and doesn't ask if it loud or no,-1,0,1,1,0,0,0,0,1,0,0
2205,He is so rude and fought me when I asked for my change,-1,1,0,1,0,0,0,0,0,0,0
2208,Driver is totally rude - took 20 extra Hryvnia for this trip. TOTAL FUCKING ASSHOLE,-1,1,0,1,0,0,0,0,0,0,0
2224,He screams,-1,0,0,1,0,0,0,0,0,0,0
2227,Driver is too rude,-1,0,0,1,0,0,0,0,0,0,0
2229,He’s so rude,-1,0,0,1,0,0,0,0,0,0,0
2237,"Driver was impolite, rude and annoying",-1,0,0,1,0,0,0,0,0,0,0
2240,"Driver is super dumb, doesn’t know anything, delays so much and started driving recklessly when he realized I was late",-1,0,1,1,0,0,0,0,0,0,0
2260,Talking to much and not listening,-1,0,0,1,0,0,0,0,0,0,0
2285,Driver had tried to cheat with the amount of money since I’m a foreigner,-1,1,0,1,0,0,0,0,0,0,0
2293,Speeding and reckless turns and navigation,-1,0,1,0,0,0,0,0,1,0,0
2303,Very rude doesn’t speak politely didn’t had change worst taxi experience,-1,1,0,1,0,0,0,0,0,0,0
2305,Very rude Man. I hate this app,-1,0,0,1,0,1,0,0,0,0,0
2316,he's racist,-1,0,0,1,0,0,0,0,0,0,0
2320,he isn't polite,-1,0,0,1,0,0,0,0,0,0,0
2341,"Driver was so rude,he expected me to find change for him,he didn’t arrive at my house so I had to pay extra worst driver",-1,1,0,1,0,0,0,0,0,0,0
2347,"he was not listening to us and not playing music, he was having Bluetooth but still he denied",-1,0,0,1,0,0,0,0,0,0,0
2351,his attitude,-1,0,0,1,0,0,0,0,0,0,0
2352,He threw us out for no reason was drunk and started abusing,-1,0,0,1,0,0,0,0,1,0,0
2354,Driver was so rude,-1,0,0,1,0,0,0,0,0,0,0
2360,Rude and arrogant,-1,0,0,1,0,0,0,0,0,0,0
2361,Driver is such an asshole,-1,0,0,1,0,0,0,0,0,0,0
2370,Not nice,-1,0,0,0,0,0,0,0,0,1,0
2377,"The driver put me down from the car,he is so rude",-1,0,0,1,0,0,0,0,0,0,0
2387,possibly drunk driver,-1,0,0,1,0,0,0,0,1,0,0
2395,The behaviour of driver was very rude,-1,0,0,1,0,0,0,0,0,0,0
2405,"Very rude driver, drives like crazy man he is sick",-1,0,1,1,0,0,0,0,1,0,0
2406,Very bad attitude by driver,-1,0,0,1,0,0,0,0,0,0,0
2408,he is not cooperating,-1,0,0,1,0,0,0,0,0,0,0
2411,He is not polite,-1,0,0,1,0,0,0,0,0,0,0
2423,he is disguisting person no change no respect . he force me to come his car 150 meter. BAN him Utaxi,-1,1,1,1,0,0,0,0,0,0,0
2430,She try to cheat me because I don’t speak Ukraine or Russia,-1,1,0,1,0,0,0,0,0,0,0
2438,"Needs to learn manners, if I will pay , when I say I’m cold the heater should be put not some nonsense excuse",-1,0,0,1,0,0,0,0,0,0,0
2447,No mask. No change. I paid 500 hrn for 309 hrn ride,-1,1,0,1,0,0,0,0,0,0,0
2449,He is not have empathy,-1,0,0,1,0,0,0,0,0,0,0
2452,your driver is very mean and harassed me,-1,0,0,1,0,0,0,0,1,0,0
2456,He was so rude and racist and start screaming just because i asked him to put me before we arrived . idont know why,-1,0,0,1,0,0,0,0,0,0,0
2457,"im not sure if he was drunk, wasted my time for 1 grn",-1,1,0,1,0,0,0,0,1,0,0
2463,Driver stole from my parcel and also charged me extra 40 uah for no reason,-1,1,0,1,0,0,0,0,0,0,0
2464,Driver is not normal person was talking alone and saying bad words and was driving so crazy,-1,0,1,1,0,0,0,0,1,0,0
2466,"I ordered WAGON and paid for that but no space in trank. music so loud my kid could not sleep. He does not answer Hi,bye",-1,0,0,1,0,0,0,1,0,0,0
2479,My trip is bad the driver is bad,-1,0,0,1,0,0,0,0,0,0,0
2482,horriblr,-1,0,0,0,0,0,0,0,0,1,0
2491,He is a RACIST and needs to be fired,-1,0,0,1,0,0,0,0,0,0,0
2498,The driver was very rude and impatient,-1,0,0,1,0,0,0,0,0,0,0
2512,he used a one way snd was so rude,-1,0,0,1,0,0,0,0,0,0,0
2527,Not great at navigation,-1,0,1,0,0,0,0,0,0,0,0
2535,Such a rude and cringy man more like the grinch😒,-1,0,0,1,0,0,0,0,0,0,0
2536,He’s so rude,-1,0,0,1,0,0,0,0,0,0,0
2540,Thomas Shelby,-1,0,0,1,0,0,0,0,0,0,0
2542,Don’t match me with this driver again. Thx,-1,0,0,1,0,0,0,0,0,0,0
2544,Very bad attitude,-1,0,0,1,0,0,0,0,0,0,0
2546,"Nonchalant attitude, driver watching movie",-1,0,0,1,0,0,0,0,0,0,0
2552,"the driver was very impatient, i called him earlier because they always ask me to for about 15 mins because of traffic",-1,0,0,1,0,0,0,0,0,0,0
2554,the music was too loud,-1,0,0,1,0,0,0,0,0,0,0
2570,"Driver was so rude and rough, doesn’t have patience for anything, threw me out of the vehicle",-1,0,0,1,0,0,0,0,0,0,0
2572,"The driver kept trying to talk to me about science, when I kept saying no",-1,0,0,1,0,0,0,0,0,0,0
2573,"what a driver he should get treated such a bad attitude & silly manners, he was swearing at us for having a child,mad",-1,0,0,1,0,0,0,0,0,0,0
2599,He was so rude,-1,0,0,1,0,0,0,0,0,0,0
2613,the driver was so rude,-1,0,0,1,0,0,0,0,0,0,0
2614,Driver was shouting,-1,0,0,1,0,0,0,0,0,0,0
2652,Just complaining about basic things,-1,0,0,1,0,0,0,0,0,0,0
2653,very bad and racist,-1,0,0,1,0,0,0,0,0,0,0
2655,Late for pickup and racially insensitive,-1,0,0,1,0,0,0,0,0,0,0
2672,"The driver was drunk and he us not normal, very dangerous person, he is not stable",-1,0,0,1,0,0,0,0,1,0,0
2677,He’s drive like idiot not care about customers my wife pregnant!!!he shouldn’t be taxi driver at all ! I,-1,0,1,1,0,0,0,0,1,0,0
2681,he was shouting and used rhe routes with traffic,-1,0,1,1,0,0,0,0,0,0,0
2695,He drives irresponsibly and when i said i had no change he got mad at me when it was said in the order that i had cash,-1,0,1,1,0,0,0,0,0,0,0
2704,"Aggressive celebration and breaking for no reason, extremely uncertous towards other drivers",-1,0,0,1,0,0,0,0,0,0,0
2709,He came and didn’t even call us we had to find him,-1,0,1,0,0,0,0,0,0,0,0
2715,"The guy was very rude and kept shouting, doesnt know how to use the app and wanted to fine me extra",-1,1,1,1,0,0,0,0,0,0,0
2716,"very bad attitude, poor navigation, aggressive towards passenger. ill mannered",-1,0,1,1,0,0,0,0,0,0,0
2727,"Driver was very rude, and before arriving to our location it showed reached and started idle very very bad so disappoint",-1,0,1,1,0,0,0,0,0,0,0
2731,he was shouting for no reason,-1,0,0,1,0,0,0,0,0,0,0
2738,He was very rude and was shouting,-1,0,0,1,0,0,0,0,0,0,0
2749,the driver was drunk and charded us 65 instead of 25 as it was said in the app,-1,1,0,1,0,0,0,0,1,0,0
2761,He’s so rude,-1,0,0,1,0,0,0,0,0,0,0
2769,driver kept shouting and was very rude,-1,0,0,1,0,0,0,0,0,0,0
2771,Very rude individual,-1,0,0,1,0,0,0,0,0,0,0
2777,Driver was so rude and kept shouting on me for no reason except racism,-1,0,0,1,0,0,0,0,0,0,0
2792,Terrible navigation,-1,0,1,0,0,0,0,0,0,0,0
2794,The driver wasn’t the nicest person. Didn’t even bother to reply back when I greeted him,-1,0,0,1,0,0,0,0,0,0,0
3273,"Driver is rude, was ignoring direct questions about the ride",-1,0,0,1,0,0,0,0,0,0,0
3274,He was fucking shit he is using bad words for customers he didn’t had change money and he told you are greedy people,-1,1,0,1,0,0,0,0,0,0,0
3289,He wasn’t loyal,-1,0,0,1,0,0,0,0,0,0,0
3290,driver was very rude and we paid extra money for no use around 50 uah. to the driver,-1,1,0,1,0,0,0,0,0,0,0
3295,Shouted,-1,0,0,1,0,0,0,0,0,0,0
3315,rude and selfish greedy,-1,0,0,1,0,0,0,0,0,0,0
3321,The driver was so fast for this reason my head is pain and I have a vomit 🤮,-1,0,0,0,0,0,0,0,1,0,0
3336,Very arrogant,-1,0,0,1,0,0,0,0,0,0,0
3340,"Driver was not able to find pick up point for quite a bit, was impolite",-1,0,1,1,0,0,0,0,0,0,0
3346,"This guy insulted us, he is racist",-1,0,0,1,0,0,0,0,0,0,0
3369,Very abusive words,-1,0,0,1,0,0,0,0,0,0,0
3370,He threw my property away,-1,0,0,1,0,0,0,0,0,0,0
3380,Driver so speed !!!,-1,0,0,0,0,0,0,0,1,0,0
3393,Strange driver. So many bad words,-1,0,0,1,0,0,0,0,0,0,0
3394,A very rude driver i will never take a taxi from Utaxi again because of him.He insulted me for no reason i’m desapointed,-1,0,0,1,0,0,0,0,0,0,0
3399,He was rude and angry,-1,0,0,1,0,0,0,0,0,0,0
3410,He took extra money for no reason and he insulted me,-1,1,0,1,0,0,0,0,0,0,0
3419,rude and arrogant,-1,0,0,1,0,0,0,0,0,0,0
3421,"Very angry for no reason, needs to be removed",-1,0,0,1,0,0,0,0,0,0,0
3428,He wasn't polit,-1,0,0,1,0,0,0,0,0,0,0
3438,"the driver was drunk, he rode very fast",-1,0,0,1,0,0,0,0,1,0,0
3456,driver didn’t stop at crossroads and he was almost hitting two pedestrians. Very rude attitude towards customers,-1,0,0,1,0,0,0,0,1,0,0
3470,he yelled at me !! and im a foreigner i hvae bad russian he scared me and i am a woman he has no right to yell at me,-1,0,0,1,0,0,0,0,0,0,0
3472,Was abusive verbally,-1,0,0,1,0,0,0,0,0,0,0
3480,It was so baaaaaaaaad and the driver was so unpolite and he didn't help us in putting the bags in the caf,-1,0,0,1,0,0,0,0,0,0,0
3509,Driver wasn’t able to provide details how to find him and behaved as a chuff,-1,0,0,1,0,0,0,0,0,0,0
3510,Not nice,-1,0,0,1,0,0,0,0,0,0,0
3512,Rubbish attitude,-1,0,0,1,0,0,0,0,0,0,0
3516,The driver's behaviour was very rude. He did not respond to anything I spoke to him,-1,0,0,1,0,0,0,0,0,0,0
3517,Very annoying,-1,0,0,1,0,0,0,0,0,0,0
3519,Driver was not polite!,-1,0,0,1,0,0,0,0,0,0,0
3531,Shouting,-1,0,0,1,0,0,0,0,0,0,0
3532,Driver is a racist,-1,0,0,1,0,0,0,0,0,0,0
3541,Driver was not hostile at all. He left us far from the place while i had many luggage,-1,0,0,1,0,0,0,0,0,0,0
3553,He’s racist,-1,0,0,1,0,0,0,0,0,0,0
3580, Driver is rude and the additional request was asked after driver is start riding. It’s a bad experience,-1,0,0,1,0,0,0,0,0,0,0
3583,charge extra for luggage for no reason,-1,1,0,0,0,0,0,0,0,0,0
3592,He was very impatient and angry,-1,0,0,1,0,0,0,0,0,0,0
3595,"driver is a raciste , I don't want him again",-1,0,0,1,0,0,0,0,0,0,0
3612,Driver was not helpful,-1,0,0,1,0,0,0,0,0,0,0
3619,rippped me off! instead of 338 he askes for 500. i was willing to give 400. rude attitude!,-1,1,0,1,0,0,0,0,0,0,0
3624,Driver was very rude and harsh. Made me over pay and threatened,-1,1,0,1,0,0,0,0,1,0,0
3633,Always angry. Bad words. Drive like crazy,-1,0,0,1,0,0,0,0,1,0,0
3637,The driver was very irresponsible and took so much time. Not impressed at all,-1,0,1,1,0,0,0,0,0,0,0
3646,Shouting at foreigners especially females and putting idle price when it wasn’t so and very rude,-1,1,0,1,0,0,0,0,0,0,0
3661,Driver was not well behaved,-1,0,0,1,0,0,0,0,0,0,0
3675,Bad navigation. Ran a red light!,-1,0,1,0,0,0,0,0,1,0,0
3677,Driver is rude. I couldnt breath. I wanted to open the windows he said close it i dont care . Stopped machine. Shouts,-1,0,0,1,0,0,0,0,0,0,0
3680,Driver has attitude,-1,0,0,1,0,0,0,0,0,0,0
3682,"Driver leave car idle for 4minutes after he start journey,driver is a racist and driver is so rude and angry driver.Bad",-1,1,0,1,0,0,0,0,0,0,0
3706,Very annoying and arrogant driver 🤮,-1,0,0,1,0,0,0,0,0,0,0
3710,You should block this taxi,-1,0,0,0,0,0,0,0,0,1,0
3716,drivers attitude is very bad,-1,0,0,1,0,0,0,0,0,0,0
3724,"Very slow, had a bad attitude and wasn’t willing to listen!",-1,0,1,1,0,0,0,0,0,0,0
3732,Driver is Racist,-1,0,0,1,0,0,0,0,0,0,0
3760,Driver was very rude and not friendly,-1,0,0,1,0,0,0,0,0,0,0
3765,Driver was annoying,-1,0,0,1,0,0,0,0,0,0,0
3766,Car driver was not talking at all,-1,0,0,1,0,0,0,0,0,0,0
3769,He is very rude. I rate him 2star,-1,0,0,1,0,0,0,0,0,0,0
3786,"he his arrogant and wants to fight me and my brother , because we asked him to give us card so we can pay him",-1,1,0,1,0,0,0,0,0,0,0
3788,Driver was so rude,-1,0,0,1,0,0,0,0,0,0,0
3790,He’s a racist,-1,0,0,1,0,0,0,0,0,0,0
3805,Very rude,-1,0,0,1,0,0,0,0,0,0,0
3812,He was being impatient,-1,0,0,1,0,0,0,0,0,0,0
3820,Nonchalant attitude,-1,0,0,1,0,0,0,0,0,0,0
3830,Very impatient,-1,0,0,1,0,0,0,0,0,0,0
3832,He begin to scream me!!! Like in bad form!!! Horrible!!!,-1,0,0,1,0,0,0,0,0,0,0
3837,"He can not even say Hello, and good bye so rude!",-1,0,0,1,0,0,0,0,0,0,0
3842,"Driver Smoked iqos, music was bad and he was interrupting us",-1,0,0,1,0,0,0,0,0,0,0
3856,So rude and racist,-1,0,0,1,0,0,0,0,0,0,0
3858,He was so rude to me …..he didn’t make me feel comfortable and I don’t ever want him as a driver again ….I am in tears,-1,0,0,1,0,0,0,0,0,0,0
3869,the driver is very rude and wicked...He is so arrogant and do know how to talk to a lady,-1,0,0,1,0,0,0,0,0,0,0
3885,Was angry at me for no reason,-1,0,0,1,0,0,0,0,0,0,0
3893,The driver was drunk didn’t want to enter the airport made us pay the tecket very reckless driver very unclean car,-1,0,0,1,0,0,0,1,1,0,0
3901,Driver waited at the wrong address and he had a bad attitude after I phoned him to say where I was waiting. Unsocial,-1,0,1,1,0,0,0,0,0,0,0
3905,The driver was not polite,-1,0,0,1,0,0,0,0,0,0,0
3916,Driver refused to start the trip on time and was rude and kept shouting racial slurs. I am asmathic and didnt roll down,-1,0,1,1,0,0,0,0,0,0,0
3917,Negativity,-1,0,0,0,0,0,0,0,0,1,0
3930,The driver is very rude,-1,0,0,1,0,0,0,0,0,0,0
3951,Driver was not friendly,-1,0,0,1,0,0,0,0,0,0,0
3956,He was very rude cus I couldn’t speak Ukrainian language to him,-1,0,0,1,0,0,0,0,0,0,0
3970,Navigation was bad and the car isn’t good enough for comfort,-1,0,1,0,0,0,0,1,0,0,0
3992,racist and a liar,-1,0,0,1,0,0,0,0,0,0,0
3996,He is stupid,-1,0,0,1,0,0,0,0,0,0,0
4003,"Rude, has no change",-1,1,0,1,0,0,0,0,0,0,0
4014,very rude charge me more.. I'm so angry,-1,1,0,1,0,0,0,0,0,0,0
4032,impolite -  typical Ukrainian,-1,0,0,1,0,0,0,0,0,0,0
4040,I hate drivers who automatically think I want to leave my change for them it’s very rude,-1,1,0,1,0,0,0,0,0,0,0
4048,"Rude pick up, not helping with luggage, asking be careful with the trunk door while I am picking it up on my own",-1,0,1,1,0,0,0,0,0,0,0
4054,He was so rude,-1,0,0,1,0,0,0,0,0,0,0
4072,was shouting unnecessarily,-1,0,0,1,0,0,0,0,0,0,0
4077,He was very rude,-1,0,0,1,0,0,0,0,0,0,0
4078,He was not good at navigating,-1,0,1,0,0,0,0,0,0,0,0
4087,he is a racist,-1,0,0,1,0,0,0,0,0,0,0
4091,music was awful,-1,0,0,1,0,0,0,0,0,0,0
4095,Horrible,-1,0,0,0,0,0,0,0,0,1,0
4096,Driver was so rude,-1,0,0,1,0,0,0,0,0,0,0
4098,He as very rude,-1,0,0,1,0,0,0,0,0,0,0
4119,he was very ruod and was not helpfull,-1,0,0,1,0,0,0,0,0,0,0
4132,Used racists words against me,-1,0,0,1,0,0,0,0,0,0,0
4153,He wasn’t patient and his rude and saying bad words,-1,0,0,1,0,0,0,0,0,0,0
4155,"Driver has a nice sense of humor, but I couldnt manage to understand it",-1,0,0,1,0,0,0,0,0,0,0
4167,Driver so rude and arrogant bad trip,-1,0,0,1,0,0,0,0,0,0,0
4182,The driver is very stubborn and wicked.Doesn’t even listen to client.Has anger issues,-1,0,0,1,0,0,0,0,0,0,0
4202,Driver wasn’t friendly at all,-1,0,0,1,0,0,0,0,0,0,0
4204,He never brought my food … he ran away it it,-1,0,0,1,0,0,0,0,0,0,0
4207,"Phone in hand, no change even though he took a cash ride",-1,1,0,0,0,0,0,0,1,0,0
4211,He was soo loud and rude,-1,0,0,1,0,0,0,0,0,0,0
4217,"Sleepy , loud music not to fall, dirty comments",-1,0,0,1,0,0,0,0,0,0,0
4219,"The driver keep on screaming at me,I canceled the ride  but still I paid him the total price",-1,1,0,1,0,0,0,0,0,0,0
4224,Driver always lives the idle time to read while we are on trip. That a bad attitude. I tried to tell him,-1,1,0,0,0,0,0,0,0,0,0
4236,Drive is not smile,-1,0,0,1,0,0,0,0,0,0,0
4244,He was impatient,-1,0,0,1,0,0,0,0,0,0,0
4249,Driver yelled at me and acted like a racist,-1,0,0,1,0,0,0,0,0,0,0
4257,"Driver was very rude, he kept on screaming at us. His car was very dirty and clustered, there were clothes everywhere 😡",-1,0,0,1,0,0,0,1,0,0,0
4258,He yelled at me,-1,0,0,1,0,0,0,0,0,0,0
